id;Progressivo;Provincia_N_REA;N_REA;Codice_fiscale;Partita_IVA;Sede_o_UL;Progressivo_loc;N_Albo_Artigiani;Codici_sezioni_RI;Sezioni_RI;Codice_forma_giuridica;Forma_giuridica;Sito_internet;Email;Data_iscrizione;Data_cancellazione;Data_chiusura_ultimo_protocollo;Denominazione;Codice_toponimo;Toponimo;Via;N_civico;Codice_stradario;Cap;Codice_comune_catastale;Codice_comune_camerale;Comune;Sigla_provincia_istat;Provincia_istat;Sigla_provincia_camerale;Frazione;Altre_indicazioni;Codice_stato_estero;Stato_estero;Anno_dichiarazione_addetti;Addetti_indipendenti;Addetti_dipendenti;Classe_addetti;Telefono;Capitale;Valuta;Attivita'_dichiarata;Codici_ateco_e_importanza;Codice_ateco_principale;Settore_livello_1;Settore_livello_2;Codice_stato_impresa_o_attivita';Stato_impresa_o_attivita';Data_ultimo_bilancio_XBRL;Valore_produzione;Ricavi;Utile_o_perdite;Flag;Indirizzo;Indirizzo_corretto;Latitude;Longitude;PI;Name;URL;Index;company_file_name;Keys;Title_and_description;Logo;Link_to_contacts;Link_to_products;Link_to_certifications;Link_to_trading_information;Phones_list;emails_list;Has_contact_form;Certifications_list;Available_translations;Countries_relationships;Home_page_images_(all);Contacts_page_images_(filtered);Products_page_images_(filtered);Trading_page_images_(filtered);Videos;Tracking;CMS;Framework;JS_library;Favicon;Language;Sitemap;Facebook;Twitter;Linkedin;Flickr;Youtube;Pinterest;Instagram;Slideshare;Foursquare;Warnings;Index2
137;;;;;05365270288;SEDE;;;;;;IMPRESA INDIVIDUALE;;;19/04/2021;;;BOTTER ANTONIO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;;;;;POSA IN OPERA DI INFISSI, ARREDI, CONTROSOFFITTI, PARETI MOBILI E SIMILI;;43.32.02;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA PAPA LUCIANI, 16, 35010 BORGORICCO PD;45.531875;11.9905246;05365270288;BOTTER ANTONIO;;0;-137-05365270288.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;;;;;01829190287;SEDE;;;;;;IMPRESA INDIVIDUALE;;;24/05/1985;;;BRAGAGNOLO RENZO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;IMBIANCHINO (DAL 08.09.1994).;;43.31;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA CORNARA, 14, 35010 BORGORICCO PD;45.524708;11.9996469;01829190287;BRAGAGNOLO RENZO;;0;-141-01829190287.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;;;;;03950210280;SEDE;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA;;;21/10/2004;;;BRAGAGNOLO S.R.L.;;;;;;35010;;;BORGORICCO;;;;;;;;;;;50-249;;;;COSTRUZIONE E MANUTENZIONE DI PUNTI VENDITA DI CARBURANTI;;43.99.09;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA CORNARA, 15/C, 35010 BORGORICCO PD;45.5376953;12.00432;03950210280;BRAGAGNOLO S.R.L.;https://bragagnolosrl.it/;1;-142-03950210280.bz2;aggiornamenti, bragagnolo, article, modifiche, unico, legislativo, certificazioni, codice, impianto, consent, essential, stored, functionalities, function, dichiarazione, mud, modello, proroga, ambientali, gestori, ambientale, modificato, covid, published, impianti, modifiche legislativo, unico dichiarazione, modello unico, gestori ambientali, dichiarazione ambientale;Home  Bragagnolo S.r.l.;https://bragagnolosrl.it/wp-content/uploads/2019/12/bragagnolo-2019-logo.png;https://bragagnolosrl.it/contatti/;;;;[IT] + 39 049 5720095, [IT] +390495720095, [IT] +390495720425, [IT] + 39 049 5720425;info@bragagnolosrl.it;True;;en, it;;;;;;;;Wordpress;Bootstrap;JQuery;True;it;;;;;;https://www.youtube.com/watch?v=ssBaato76t8&t=65s;;;;;PIVA correct: lo Srl  Reg. Impr. di Padova C.F. e P.I. 03950210280 ||;2
143;;;;;03950210280;UL;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA;;;01/06/2005;;;BRAGAGNOLO S.R.L.;;;;;;35010;;;MASSANZAGO;;;;;;;;;;;50-249;;;;;;43.99.09;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA DELL'ARTIGIANATO, 28, 35010 MASSANZAGO PD;45.5506655;12.0133145;03950210280;BRAGAGNOLO S.R.L.;https://bragagnolosrl.it/;1;-143-03950210280.bz2;aggiornamenti, bragagnolo, article, modifiche, unico, legislativo, certificazioni, codice, impianto, stored, consent, essential, function, functionalities, dichiarazione, mud, modello, ambientali, proroga, gestori, ambientale, modificato, covid, published, previous, modifiche legislativo, modello unico, unico dichiarazione, gestori ambientali, dichiarazione ambientale;Home  Bragagnolo S.r.l.;https://bragagnolosrl.it/wp-content/uploads/2019/12/bragagnolo-2019-logo.png;https://bragagnolosrl.it/contatti/;;;;[IT] + 39 049 5720095, [IT] +390495720425, [IT] +390495720095, [IT] + 39 049 5720425;info@bragagnolosrl.it;True;;en, it;;;;;;;;Wordpress;Bootstrap;JQuery;True;it;;;;;;https://www.youtube.com/watch?v=ssBaato76t8&t=65s;;;;;PIVA correct: lo Srl  Reg. Impr. di Padova C.F. e P.I. 03950210280 ||;2
145;;;;;03950210280;UL;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA;;;10/03/2017;;;BRAGAGNOLO S.R.L.;;;;;;35010;;;BORGORICCO;;;;;;;;;;;50-249;;;;;;43.99.09;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA CORNARA, 31/B, 35010 BORGORICCO PD;45.54141;12.00618;03950210280;BRAGAGNOLO S.R.L.;https://bragagnolosrl.it/;1;-145-03950210280.bz2;aggiornamenti, bragagnolo, article, modifiche, unico, legislativo, certificazioni, codice, impianto, stored, consent, essential, function, functionalities, dichiarazione, mud, modello, ambientali, proroga, gestori, ambientale, modificato, covid, published, previous, modifiche legislativo, modello unico, unico dichiarazione, gestori ambientali, dichiarazione ambientale;Home  Bragagnolo S.r.l.;https://bragagnolosrl.it/wp-content/uploads/2019/12/bragagnolo-2019-logo.png;https://bragagnolosrl.it/contatti/;;;;[IT] + 39 049 5720095, [IT] +390495720095, [IT] +390495720425, [IT] + 39 049 5720425;info@bragagnolosrl.it;True;;en, it;;;;;;;;Wordpress;Bootstrap;JQuery;True;it;;;;;;https://www.youtube.com/watch?v=ssBaato76t8&t=65s;;;;;PIVA correct: lo Srl  Reg. Impr. di Padova C.F. e P.I. 03950210280 ||;2
150;;;;;04375350289;SEDE;;;;;;IMPRESA INDIVIDUALE;;;08/06/2009;;;BURCA MARIAN;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;; REALIZZAZIONE DI COPERTURE(DAL 10/04/2009);;43.91;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA FRATTINA, 21/7, 35010 BORGORICCO PD;45.5357718;11.9348638;04375350289;BURCA MARIAN;;0;-150-04375350289.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;;;;;04992890287;SEDE;;;;;;IMPRESA INDIVIDUALE;;;19/07/2016;;;CANTELE FRANCO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;POSA IN OPERA DI INFISSI, ARREDI, CONTROSOFFITTI, PARETI;;43.32.02;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA DESMAN, 62, 35010 BORGORICCO PD;45.5265673;11.9894303;04992890287;CANTELE FRANCO;;0;-168-04992890287.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;;;;;01640680383;UL;;;;;;SOCIETA' PER AZIONI;;;10/12/2018;;;CANTIERI S.P.A.;;;;;;35010;;;BORGORICCO;;;;;;;;;;;;;;;;;42.21;Costruzioni;Ingegneria civile;;Registrata Attiva;;;;;;;VIA FAVARIEGO, 7/A, 35010 BORGORICCO PD;45.5458076;12.0009512;01640680383;CANTIERI S.P.A.;;0;-169-01640680383.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;;;;;04306670284;SEDE;;;;;;IMPRESA INDIVIDUALE;;;27/06/2008;;;CARRARO ADRIANO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;TINTEGGIATURA E POSA IN OPERA DI VETRI;;43.34;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA ROMA, 7, 35010 BORGORICCO PD;45.5307447;11.9645417;04306670284;CARRARO ADRIANO;;0;-174-04306670284.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;;;;;03766160281;SEDE;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA;;;31/10/2002;;;CARRARO EUGENIO S.R.L.;;;;;;35010;;;BORGORICCO;;;;;;;;;;;3-9;;;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI: - IMPIANTI DI RISCALDAMENTO E DI CLIMATIZZAZIONE AZIONATI DA FLUIDO LIQUIDO, AERIFORME, GASSOSO E DI QUALSIASI NATURA O SPECIE, - IMPIANTI IDROSANITARI NONCHE' QUELLI DI TRASPORTO, DI TRATTAMENTO, DI USO, DI ACCUMULO E DI CONSUMO DI ACQUA ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DELL'ACQUA FORNITA DALL'ENTE DISTRIBUTORE, - IMPIANTI PER IL TRASPORTO E L'UTILIZZAZIONE DI GAS ALLO STATO LIQUIDO O AERIFORME ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DEL COMBUSTIBILE GASSOSO FORNITO DALL'ENTE DISTRIBUTORE, - IMPIANTI DI PROTEZIONE ANTINCENDIO - LIMITATAMENTE A: SPEGNIMENTO DI INCENDI, (DAL 14.11.2002) INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI: - IMPIANTI DI PRODUZIONE, DI TRASPORTO, DI DISTRIBUZIONE E DI UTILIZZAZIONE DELL'ENERGIA ELETTRICA ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DELL'ENERGIA FORNITA DALL'ENTE DISTRIBUTORE (IN EDIFICI ADIBITI AD USO CIVILE ED IMMOBILI ADIBITI AD ATTIVITA' PRODUTTIVE, AL COMMERCIO, AL TERZIARIO E AD ALTRI USI)(LETT. A), - IMPIANTI RADIOTELEVISIVI ED ELETTRONICI IN GENERE, ANTENNE, IMPIANTI DI PROTEZIONE DA SCARICHE ATMOSFERICHE (LETT. B),(DAL 24.10.2007) INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. G) IMPIANTI DI PROTEZIONE ANTINCENDIO (DAL 11/03/2015);;43.22.01;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA DESMAN, 94, 35010 BORGORICCO PD;45.5283249;11.9797925;03766160281;CARRARO EUGENIO S.R.L.;;0;-178-03766160281.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;;;;;04211340288;SEDE;;;;;;IMPRESA INDIVIDUALE;;;06/06/2007;;;CARRARO STEFANO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;; RIVEVISTIMENTO DI PAVIMENTI E DI MURI (DAL 23.05.2007);;43.33;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIALE EUROPA, 8, 35010 BORGORICCO PD;45.5311761;11.9682082;04211340288;CARRARO STEFANO;;0;-184-04211340288.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;;;;;04327740272;UL;;;;;;IMPRESA INDIVIDUALE;;;05/09/2016;;;CB IMPIANTI DI BERTON CRISTIANO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;;;;; INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. A) IMPIANTI DI PRODUZIONE, TRASFORMAZIONE, TRASPORTO, DISTRIBUZIONE, UTILIZZAZIONE DELL'ENERGIA ELETTRICA, NONCHE' GLI IMPIANTI PER L'AUTOMAZIONE DI PORTE, CANCELLI E BARRIERE, (DAL 05/09/2016);;43.21.01;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA DELLA PIEVE, 40, 35010 BORGORICCO PD;45.5292445;11.9923695;04327740272;CB IMPIANTI DI BERTON CRISTIANO;;0;-190-04327740272.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;;;;;05383030284;SEDE;;;;;;IMPRESA INDIVIDUALE;;;27/05/2021;;;CECCATO DANIELE;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;POSA IN OPERA DI INFISSI, ARREDI, CONTROSOFFITTI, PARETI MOBILI E SIMILI ULTERIORI SPECIFICHE: POSA IN OPERA DI INFISSI, ARREDI, CONTROSOFFITTI, PARETI MOBILI E SIMILI E SCALE.;;43.32.02;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA PIOVEGA, 7, 35010 BORGORICCO PD;45.539162;11.9562778;05383030284;CECCATO DANIELE;;0;-193-05383030284.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;;;;;05363690289;SEDE;;;;;;IMPRESA INDIVIDUALE;;MRCCOMPAGNIN@GMAIL.IT;30/03/2021;;;CMP SERVICE DI MARCO COMPAGNIN;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;INSTALLAZIONE DI INFISSI, TENDE DA SOLE, TENDE ALLA VENEZIANA, ZANZARIERE E SIMILI.;;43.32.02;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;PIAZZA GIOVANNI XXIII, 19, 35010 BORGORICCO PD;45.53534699999999;11.9372019;05363690289;CMP SERVICE DI MARCO COMPAGNIN;;0;-213-05363690289.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;;;;;03896160284;SEDE;;;;;;IMPRESA INDIVIDUALE;;;04/03/2004;;;COMACCHIO MAURO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;; MURATURA IN GENERALE, POSA DI COPERTURE E COSTRUZIONE TETTI (DAL 25.02.2004);;43.39.01;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA CARBONARA, 19, 35010 BORGORICCO PD;45.5214517;11.9526834;03896160284;COMACCHIO MAURO;;0;-219-03896160284.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;;;;;04527580270;SEDE;;;;;;IMPRESA INDIVIDUALE;;;29/12/2021;;;CONDREA FLORIN;;;;;;35010;;;BORGORICCO;;;;;;;;;;;10-49;;;;ATTIVITA' NON SPECIALIZZATE DI LAVORI EDILI (MURATORI);;43.39.01;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA ROMA, 176/A, 35010 BORGORICCO PD;45.5549926;11.9736929;04527580270;CONDREA FLORIN;;0;-223-04527580270.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;;;;;04740200284;SEDE;;;;;;IMPRESA INDIVIDUALE;;;25/06/2013;;;CORO' FLAVIO;;;;;;35010;;;BORGORICCO;;;;;;;;;;;0-2;;;;IMBIANCHINO;;43.34;Costruzioni;Lavori di costruzione specializzati;;Registrata Attiva;;;;;;;VIA DESMAN, 299, 35010 BORGORICCO PD;45.5323703;11.9566396;04740200284;CORO' FLAVIO;;0;-238-04740200284.bz2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;;;;;05016760281;SEDE;;;;;;SOCIETA' A RESPONSABILITA' LIMITATA;;;17/11/2016;;;COSTRUZIONI BIONDO S.R.L.;;;;;;35010;;;BORGORICCO;;;;;;;;;;;10-49;;;;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI (DAL 08/11/2016);;41.2;Costruzioni;Costruzione di edifici;;Registrata Attiva;;;;;;;VIA SPERONELLA DALESMANINA, 14, 35010 BORGORICCO PD;45.5322604;11.9831819;05016760281;COSTRUZIONI BIONDO S.R.L.;https://www.costruzionibiondo.it/;1;-239-05016760281.bz2;edilizia, costruzioni, civile, biondo, industriale, cantieri, speronella, borgoricco, dalesmanina, manutenzione, novo, ristrutturazione, evoluzione, edifici, civili, maestranze, generali, recupero, leggere, straordinaria, costruzione, restauro, industriali, ordinaria, riqualificazione, costruzioni biondo, edilizia civile, edilizia industriale, cantieri edilizia, speronella dalesmanina;Costruzioni BIONDO srl  Impresa di Costruzioni Generali;;https://www.costruzionibiondo.it/contatti-impresa-costruzioni-generali-padova-veneto/;;;;[IT] +390490961561;info@costruzionibiondo.it;True;;it;;;;;;;;Wordpress;;JQuery;True;it;;;;;;;;;;;PIVA correct: © 2022 Costruzioni Biondo Srl - P. IVA 05016760281 ||;2
